2010-06-28,Passenger disorder,00:15,Charing Cross,Gillingham,delayed by 27 minutes
2010-06-28,Technical fault,05:35,Strood,Paddock Wood,delayed by 18 minutes
2010-06-28,Technical fault,06:25,Paddock Wood,Strood,delayed by 11 minutes
2010-06-28,Technical fault,07:13,Cannon St,Dartford,cancelled
2010-06-28,Track circuit failure,06:24,Dover Priory,Charing Cross,delayed by 10 minutes
2010-06-28,Track circuit failure,06:39,Ore,Cannon St,delayed by 10 minutes
2010-06-28,Track circuit failure,08:33,Charing Cross,Ramsgate,delayed by 10 minutes
2010-06-28,Track circuit failure,08:42,Cannon St,Hastings,delayed by 12 minutes
2010-06-28,Track circuit failure,10:03,Ashford,Ramsgate,delayed by 14 minutes
2010-06-28,Train fault,07:03,Orpington,Charing Cross,cancelled
2010-06-28,Train fault,09:18,Cannon St,Orpington,cancelled
2010-06-28,Technical fault,06:15,Charing Cross,Tunbridge Wells,terminated at Tonbridge
2010-06-28,Technical fault,07:20,Tunbridge Wells,Charing Cross,started at Tonbridge
2010-06-28,Signalling failure,09:30,Charing Cross,Tunbridge Wells,delayed by 17 minutes
2010-06-28,Signalling failure,10:32,Hastings,Charing Cross,delayed by 14 minutes and terminated at London Bridge
2010-06-28,Signalling failure,10:33,Ashford,Canterbury West,delayed by 17 minutes
2010-06-28,Signalling failure,12:15,Charing Cross,Hastings,started at London Bridge
2010-06-28,Train fault at High Brooms,07:40,Tunbridge Wells,Charing Cross,terminated at High Brooms
2010-06-28,Train fault,08:06,Dartford,Cannon St,cancelled
2010-06-28,Train fault at Gillingham,07:50,Gillingham,Victoria,cancelled
2010-06-28,Train crew delayed,09:03,Tonbridge,Strood,delayed by 10 minutes
2010-06-28,Train crew delayed,09:35,Strood,Maidstone West,cancelled
2010-06-28,Train crew delayed,10:02,Maidstone West,Strood,cancelled
2010-06-28,Delayed by previous journey,18:55,St Pancras International,Faversham,delayed by 11 minutes
2010-06-28,Train fault,08:24,Sevenoaks,Blackfriars,delayed by 18 minutes
2010-06-28,Technical fault,08:29,Crayford,Cannon St,cancelled
2010-06-28,Track circuit failure,20:54,Gillingham,Charing Cross,delayed by 19 minutes
2010-06-28,Broken rail,11:35,Strood,Maidstone West,delayed by 33 minutes
2010-06-28,Broken rail,12:02,Maidstone West,Strood,delayed by 31 minutes
2010-06-28,Broken rail,12:05,Strood,Tonbridge,delayed by 13 minutes
2010-06-28,Broken rail,12:35,Strood,Maidstone West,cancelled
2010-06-28,Broken rail,13:02,Maidstone West,Strood,cancelled
2010-06-28,Train fault,13:03,Tonbridge,Strood,delayed by 12 minutes
2010-06-28,Emergency speed restriction,18:35,Ashford,Canterbury West,delayed by 20 minutes
2010-06-28,Emergency speed restriction,18:46,Hastings,Charing Cross,delayed by 13 minutes
2010-06-28,Emergency speed restriction,19:54,Margate,St Pancras International,delayed by 16 minutes
